datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt
2009.09.25;08:15;08:30;Kreuther;15;7;22
2009.09.25;08:30;08:45;Kreuther;13;3;16
2009.09.25;08:45;09:00;Kreuther;9;5;14
2009.09.25;09:00;09:15;Kreuther;8;3;11
2009.09.25;09:15;09:30;Kreuther;10;2;12
2009.09.25;09:30;09:45;Kreuther;11;2;13
2009.09.25;09:45;10:00;Kreuther;1;0;1
2009.09.25;10:00;10:15;Kreuther;5;1;6
2009.09.25;10:15;10:30;Kreuther;4;3;7
2009.09.25;10:30;10:45;Kreuther;6;1;7
2009.09.25;10:45;11:00;Kreuther;5;1;6
2009.09.25;11:00;11:15;Kreuther;1;1;2
2009.09.25;11:15;11:30;Kreuther;9;5;14
2009.09.25;11:30;11:45;Kreuther;6;11;17
2009.09.25;11:45;12:00;Kreuther;10;5;15
2009.09.25;12:00;12:15;Kreuther;4;3;7
2009.09.25;12:15;12:30;Kreuther;7;5;12
2009.09.25;12:30;12:45;Kreuther;6;9;15
2009.09.25;12:45;13:00;Kreuther;5;4;9
2009.09.25;13:00;13:15;Kreuther;5;9;14
2009.09.25;13:15;13:30;Kreuther;9;3;12
2009.09.25;13:30;13:45;Kreuther;7;5;12
2009.09.25;13:45;14:00;Kreuther;8;8;16
2009.09.25;14:00;14:15;Kreuther;8;4;12
2009.09.25;14:15;14:30;Kreuther;4;9;13
2009.09.25;14:30;14:45;Kreuther;7;5;12
2009.09.25;14:45;15:00;Kreuther;2;6;8
2009.09.25;15:00;15:15;Kreuther;6;3;9
2009.09.25;15:15;15:30;Kreuther;1;5;6
2009.09.25;15:30;15:45;Kreuther;12;6;18
2009.09.25;15:45;16:00;Kreuther;8;6;14
2009.09.25;16:00;16:15;Kreuther;13;8;21
2009.09.25;16:15;16:30;Kreuther;7;9;16
2009.09.25;16:30;16:45;Kreuther;6;9;15
2009.09.25;16:45;17:00;Kreuther;10;3;13
2009.09.25;17:00;17:15;Kreuther;5;7;12
2009.09.25;17:15;17:30;Kreuther;6;5;11
2009.09.25;17:30;17:45;Kreuther;2;9;11
2009.09.25;17:45;18:00;Kreuther;13;6;19
2009.09.25;18:00;18:15;Kreuther;4;12;16
2009.09.25;18:15;18:30;Kreuther;6;6;12
2009.09.25;18:30;18:45;Kreuther;6;7;13
2009.09.25;18:45;19:00;Kreuther;8;5;13
2009.09.25;19:00;19:15;Kreuther;2;5;7
2009.09.25;19:15;19:30;Kreuther;3;2;5
2009.09.25;19:30;19:45;Kreuther;1;3;4
2009.09.25;19:45;20:00;Kreuther;0;4;4
2009.09.25;20:00;20:15;Kreuther;1;1;2
2009.09.25;20:15;20:30;Kreuther;3;2;5
2009.09.25;20:30;20:45;Kreuther;1;2;3
2009.09.25;20:45;21:00;Kreuther;1;3;4
2009.09.25;21:00;21:15;Kreuther;0;0;0
2009.09.25;21:15;21:30;Kreuther;0;1;1
2009.09.25;21:30;21:45;Kreuther;0;0;0
2009.09.25;21:45;22:00;Kreuther;1;0;1
2009.09.25;22:00;22:15;Kreuther;0;3;3
2009.09.25;22:15;22:30;Kreuther;0;0;0
2009.09.25;22:30;22:45;Kreuther;0;2;2
2009.09.25;22:45;23:00;Kreuther;0;0;0
2009.09.25;23:00;23:15;Kreuther;0;0;0
2009.09.25;23:15;23:30;Kreuther;2;1;3
2009.09.25;23:30;23:45;Kreuther;0;0;0
2009.09.25;23:45;00:00;Kreuther;0;0;0
2009.09.26;00:00;00:15;Kreuther;1;0;1
2009.09.26;00:15;00:30;Kreuther;0;0;0
2009.09.26;00:30;00:45;Kreuther;0;0;0
2009.09.26;00:45;01:00;Kreuther;0;0;0
2009.09.26;01:00;01:15;Kreuther;0;0;0
2009.09.26;01:15;01:30;Kreuther;0;0;0
2009.09.26;01:30;01:45;Kreuther;0;0;0
2009.09.26;01:45;02:00;Kreuther;0;0;0
2009.09.26;02:00;02:15;Kreuther;0;1;1
2009.09.26;02:15;02:30;Kreuther;0;0;0
2009.09.26;02:30;02:45;Kreuther;0;0;0
2009.09.26;02:45;03:00;Kreuther;0;0;0
2009.09.26;03:00;03:15;Kreuther;0;0;0
2009.09.26;03:15;03:30;Kreuther;0;0;0
2009.09.26;03:30;03:45;Kreuther;1;0;1
2009.09.26;03:45;04:00;Kreuther;0;1;1
2009.09.26;04:00;04:15;Kreuther;0;0;0
2009.09.26;04:15;04:30;Kreuther;0;0;0
2009.09.26;04:30;04:45;Kreuther;0;0;0
2009.09.26;04:45;05:00;Kreuther;0;0;0
2009.09.26;05:00;05:15;Kreuther;0;1;1
2009.09.26;05:15;05:30;Kreuther;0;0;0
2009.09.26;05:30;05:45;Kreuther;0;0;0
2009.09.26;05:45;06:00;Kreuther;1;0;1
2009.09.26;06:00;06:15;Kreuther;0;0;0
2009.09.26;06:15;06:30;Kreuther;0;0;0
2009.09.26;06:30;06:45;Kreuther;1;0;1
2009.09.26;06:45;07:00;Kreuther;0;1;1
2009.09.26;07:00;07:15;Kreuther;0;0;0
2009.09.26;07:15;07:30;Kreuther;3;0;3
2009.09.26;07:30;07:45;Kreuther;0;0;0
2009.09.26;07:45;08:00;Kreuther;2;0;2
2009.09.26;08:00;08:15;Kreuther;1;0;1
2009.09.26;08:15;08:30;Kreuther;2;1;3
2009.09.26;08:30;08:45;Kreuther;3;3;6
2009.09.26;08:45;09:00;Kreuther;2;0;2
2009.09.26;09:00;09:15;Kreuther;2;2;4
2009.09.26;09:15;09:30;Kreuther;7;0;7
2009.09.26;09:30;09:45;Kreuther;3;3;6
2009.09.26;09:45;10:00;Kreuther;5;0;5
2009.09.26;10:00;10:15;Kreuther;5;1;6
2009.09.26;10:15;10:30;Kreuther;2;4;6
2009.09.26;10:30;10:45;Kreuther;7;3;10
2009.09.26;10:45;11:00;Kreuther;7;8;15
2009.09.26;11:00;11:15;Kreuther;3;2;5
2009.09.26;11:15;11:30;Kreuther;7;0;7
2009.09.26;11:30;11:45;Kreuther;6;7;13
2009.09.26;11:45;12:00;Kreuther;4;4;8
2009.09.26;12:00;12:15;Kreuther;11;5;16
2009.09.26;12:15;12:30;Kreuther;14;4;18
2009.09.26;12:30;12:45;Kreuther;9;5;14
2009.09.26;12:45;13:00;Kreuther;9;6;15
2009.09.26;13:00;13:15;Kreuther;7;5;12
2009.09.26;13:15;13:30;Kreuther;10;2;12
2009.09.26;13:30;13:45;Kreuther;7;5;12
2009.09.26;13:45;14:00;Kreuther;2;5;7
2009.09.26;14:00;14:15;Kreuther;12;5;17
2009.09.26;14:15;14:30;Kreuther;12;7;19
2009.09.26;14:30;14:45;Kreuther;13;9;22
2009.09.26;14:45;15:00;Kreuther;8;6;14
2009.09.26;15:00;15:15;Kreuther;6;2;8
2009.09.26;15:15;15:30;Kreuther;5;10;15
2009.09.26;15:30;15:45;Kreuther;5;5;10
2009.09.26;15:45;16:00;Kreuther;6;8;14
2009.09.26;16:00;16:15;Kreuther;14;6;20
2009.09.26;16:15;16:30;Kreuther;10;8;18
2009.09.26;16:30;16:45;Kreuther;6;4;10
2009.09.26;16:45;17:00;Kreuther;4;8;12
2009.09.26;17:00;17:15;Kreuther;14;4;18
2009.09.26;17:15;17:30;Kreuther;5;10;15
2009.09.26;17:30;17:45;Kreuther;4;6;10
2009.09.26;17:45;18:00;Kreuther;4;7;11
2009.09.26;18:00;18:15;Kreuther;7;3;10
2009.09.26;18:15;18:30;Kreuther;4;2;6
2009.09.26;18:30;18:45;Kreuther;2;8;10
2009.09.26;18:45;19:00;Kreuther;6;8;14
2009.09.26;19:00;19:15;Kreuther;3;4;7
2009.09.26;19:15;19:30;Kreuther;4;2;6
2009.09.26;19:30;19:45;Kreuther;3;3;6
2009.09.26;19:45;20:00;Kreuther;5;0;5
2009.09.26;20:00;20:15;Kreuther;0;0;0
2009.09.26;20:15;20:30;Kreuther;3;1;4
2009.09.26;20:30;20:45;Kreuther;0;1;1
2009.09.26;20:45;21:00;Kreuther;0;1;1
2009.09.26;21:00;21:15;Kreuther;1;1;2
2009.09.26;21:15;21:30;Kreuther;3;0;3
2009.09.26;21:30;21:45;Kreuther;1;1;2
2009.09.26;21:45;22:00;Kreuther;0;0;0
2009.09.26;22:00;22:15;Kreuther;0;1;1
2009.09.26;22:15;22:30;Kreuther;0;2;2
2009.09.26;22:30;22:45;Kreuther;1;2;3
2009.09.26;22:45;23:00;Kreuther;0;0;0
2009.09.26;23:00;23:15;Kreuther;0;2;2
2009.09.26;23:15;23:30;Kreuther;2;0;2
2009.09.26;23:30;23:45;Kreuther;0;0;0
2009.09.26;23:45;00:00;Kreuther;0;0;0
2009.09.27;00:00;00:15;Kreuther;0;0;0
2009.09.27;00:15;00:30;Kreuther;0;0;0
2009.09.27;00:30;00:45;Kreuther;3;2;5
2009.09.27;00:45;01:00;Kreuther;2;1;3
2009.09.27;01:00;01:15;Kreuther;0;0;0
2009.09.27;01:15;01:30;Kreuther;0;1;1
2009.09.27;01:30;01:45;Kreuther;0;1;1
2009.09.27;01:45;02:00;Kreuther;0;0;0
2009.09.27;02:00;02:15;Kreuther;1;0;1
2009.09.27;02:15;02:30;Kreuther;0;0;0
2009.09.27;02:30;02:45;Kreuther;0;2;2
2009.09.27;02:45;03:00;Kreuther;0;0;0
2009.09.27;03:00;03:15;Kreuther;0;0;0
2009.09.27;03:15;03:30;Kreuther;1;0;1
2009.09.27;03:30;03:45;Kreuther;0;1;1
2009.09.27;03:45;04:00;Kreuther;0;0;0
2009.09.27;04:00;04:15;Kreuther;0;0;0
2009.09.27;04:15;04:30;Kreuther;0;0;0
2009.09.27;04:30;04:45;Kreuther;0;0;0
2009.09.27;04:45;05:00;Kreuther;0;0;0
2009.09.27;05:00;05:15;Kreuther;0;0;0
2009.09.27;05:15;05:30;Kreuther;0;0;0
2009.09.27;05:30;05:45;Kreuther;0;1;1
2009.09.27;05:45;06:00;Kreuther;1;0;1
2009.09.27;06:00;06:15;Kreuther;1;0;1
2009.09.27;06:15;06:30;Kreuther;0;0;0
2009.09.27;06:30;06:45;Kreuther;1;0;1
2009.09.27;06:45;07:00;Kreuther;1;0;1
2009.09.27;07:00;07:15;Kreuther;0;0;0
2009.09.27;07:15;07:30;Kreuther;2;0;2
2009.09.27;07:30;07:45;Kreuther;1;1;2
2009.09.27;07:45;08:00;Kreuther;1;0;1
2009.09.27;08:00;08:15;Kreuther;0;0;0
2009.09.27;08:15;08:30;Kreuther;2;2;4
2009.09.27;08:30;08:45;Kreuther;2;1;3
2009.09.27;08:45;09:00;Kreuther;0;1;1
2009.09.27;09:00;09:15;Kreuther;6;0;6
2009.09.27;09:15;09:30;Kreuther;8;1;9
2009.09.27;09:30;09:45;Kreuther;5;2;7
2009.09.27;09:45;10:00;Kreuther;9;5;14
2009.09.27;10:00;10:15;Kreuther;1;5;6
2009.09.27;10:15;10:30;Kreuther;8;5;13
2009.09.27;10:30;10:45;Kreuther;5;4;9
2009.09.27;10:45;11:00;Kreuther;15;5;20
2009.09.27;11:00;11:15;Kreuther;5;3;8
2009.09.27;11:15;11:30;Kreuther;2;3;5
2009.09.27;11:30;11:45;Kreuther;11;5;16
2009.09.27;11:45;12:00;Kreuther;7;4;11
2009.09.27;12:00;12:15;Kreuther;1;11;12
2009.09.27;12:15;12:30;Kreuther;7;4;11
2009.09.27;12:30;12:45;Kreuther;11;2;13
2009.09.27;12:45;13:00;Kreuther;16;3;19
2009.09.27;13:00;13:15;Kreuther;14;7;21
2009.09.27;13:15;13:30;Kreuther;8;3;11
2009.09.27;13:30;13:45;Kreuther;12;5;17
2009.09.27;13:45;14:00;Kreuther;14;9;23
2009.09.27;14:00;14:15;Kreuther;7;7;14
2009.09.27;14:15;14:30;Kreuther;12;15;27
2009.09.27;14:30;14:45;Kreuther;9;3;12
2009.09.27;14:45;15:00;Kreuther;12;11;23
2009.09.27;15:00;15:15;Kreuther;3;7;10
2009.09.27;15:15;15:30;Kreuther;5;17;22
2009.09.27;15:30;15:45;Kreuther;3;6;9
2009.09.27;15:45;16:00;Kreuther;12;11;23
2009.09.27;16:00;16:15;Kreuther;12;6;18
2009.09.27;16:15;16:30;Kreuther;6;3;9
2009.09.27;16:30;16:45;Kreuther;6;9;15
2009.09.27;16:45;17:00;Kreuther;12;8;20
2009.09.27;17:00;17:15;Kreuther;12;13;25
2009.09.27;17:15;17:30;Kreuther;10;15;25
2009.09.27;17:30;17:45;Kreuther;7;5;12
2009.09.27;17:45;18:00;Kreuther;15;8;23
2009.09.27;18:00;18:15;Kreuther;10;1;11
2009.09.27;18:15;18:30;Kreuther;9;6;15
2009.09.27;18:30;18:45;Kreuther;6;2;8
2009.09.27;18:45;19:00;Kreuther;3;3;6
2009.09.27;19:00;19:15;Kreuther;6;1;7
2009.09.27;19:15;19:30;Kreuther;1;2;3
2009.09.27;19:30;19:45;Kreuther;2;6;8
2009.09.27;19:45;20:00;Kreuther;2;2;4
2009.09.27;20:00;20:15;Kreuther;0;0;0
2009.09.27;20:15;20:30;Kreuther;0;3;3
2009.09.27;20:30;20:45;Kreuther;2;0;2
2009.09.27;20:45;21:00;Kreuther;0;0;0
2009.09.27;21:00;21:15;Kreuther;0;3;3
2009.09.27;21:15;21:30;Kreuther;0;0;0
2009.09.27;21:30;21:45;Kreuther;3;1;4
2009.09.27;21:45;22:00;Kreuther;2;0;2
2009.09.27;22:00;22:15;Kreuther;0;0;0
2009.09.27;22:15;22:30;Kreuther;0;2;2
2009.09.27;22:30;22:45;Kreuther;0;2;2
2009.09.27;22:45;23:00;Kreuther;0;1;1
2009.09.27;23:00;23:15;Kreuther;0;1;1
2009.09.27;23:15;23:30;Kreuther;0;0;0
2009.09.27;23:30;23:45;Kreuther;0;1;1
2009.09.27;23:45;00:00;Kreuther;0;0;0
2009.09.28;00:00;00:15;Kreuther;0;0;0
2009.09.28;00:15;00:30;Kreuther;1;0;1
2009.09.28;00:30;00:45;Kreuther;0;0;0
2009.09.28;00:45;01:00;Kreuther;0;0;0
2009.09.28;01:00;01:15;Kreuther;0;0;0
2009.09.28;01:15;01:30;Kreuther;0;0;0
2009.09.28;01:30;01:45;Kreuther;0;1;1
2009.09.28;01:45;02:00;Kreuther;0;0;0
2009.09.28;02:00;02:15;Kreuther;0;0;0
2009.09.28;02:15;02:30;Kreuther;0;0;0
2009.09.28;02:30;02:45;Kreuther;0;0;0
2009.09.28;02:45;03:00;Kreuther;0;0;0
2009.09.28;03:00;03:15;Kreuther;0;0;0
2009.09.28;03:15;03:30;Kreuther;0;0;0
2009.09.28;03:30;03:45;Kreuther;0;0;0
2009.09.28;03:45;04:00;Kreuther;0;0;0
2009.09.28;04:00;04:15;Kreuther;1;0;1
2009.09.28;04:15;04:30;Kreuther;1;1;2
2009.09.28;04:30;04:45;Kreuther;0;1;1
2009.09.28;04:45;05:00;Kreuther;0;0;0
2009.09.28;05:00;05:15;Kreuther;1;0;1
2009.09.28;05:15;05:30;Kreuther;1;0;1
2009.09.28;05:30;05:45;Kreuther;1;1;2
2009.09.28;05:45;06:00;Kreuther;0;0;0
2009.09.28;06:00;06:15;Kreuther;3;1;4
2009.09.28;06:15;06:30;Kreuther;3;1;4
2009.09.28;06:30;06:45;Kreuther;5;2;7
2009.09.28;06:45;07:00;Kreuther;3;1;4
2009.09.28;07:00;07:15;Kreuther;9;1;10
2009.09.28;07:15;07:30;Kreuther;8;1;9
2009.09.28;07:30;07:45;Kreuther;14;6;20
2009.09.28;07:45;08:00;Kreuther;29;4;33
2009.09.28;08:00;08:15;Kreuther;23;6;29
2009.09.28;08:15;08:30;Kreuther;13;6;19
2009.09.28;08:30;08:45;Kreuther;20;5;25
2009.09.28;08:45;09:00;Kreuther;24;5;29
2009.09.28;09:00;09:15;Kreuther;14;6;20
2009.09.28;09:15;09:30;Kreuther;6;1;7
2009.09.28;09:30;09:45;Kreuther;10;3;13
2009.09.28;09:45;10:00;Kreuther;3;1;4
2009.09.28;10:00;10:15;Kreuther;1;3;4
2009.09.28;10:15;10:30;Kreuther;5;2;7
2009.09.28;10:30;10:45;Kreuther;8;2;10
2009.09.28;10:45;11:00;Kreuther;10;6;16
2009.09.28;11:00;11:15;Kreuther;8;6;14
2009.09.28;11:15;11:30;Kreuther;7;2;9
2009.09.28;11:30;11:45;Kreuther;5;3;8
2009.09.28;11:45;12:00;Kreuther;2;3;5
2009.09.28;12:00;12:15;Kreuther;3;7;10
2009.09.28;12:15;12:30;Kreuther;3;6;9
2009.09.28;12:30;12:45;Kreuther;8;8;16
2009.09.28;12:45;13:00;Kreuther;4;4;8
2009.09.28;13:00;13:15;Kreuther;7;7;14
2009.09.28;13:15;13:30;Kreuther;10;6;16
2009.09.28;13:30;13:45;Kreuther;7;2;9
2009.09.28;13:45;14:00;Kreuther;7;8;15
2009.09.28;14:00;14:15;Kreuther;8;6;14
2009.09.28;14:15;14:30;Kreuther;2;5;7
2009.09.28;14:30;14:45;Kreuther;6;11;17
2009.09.28;14:45;15:00;Kreuther;6;5;11
2009.09.28;15:00;15:15;Kreuther;6;4;10
2009.09.28;15:15;15:30;Kreuther;10;7;17
2009.09.28;15:30;15:45;Kreuther;7;12;19
2009.09.28;15:45;16:00;Kreuther;6;5;11
2009.09.28;16:00;16:15;Kreuther;10;9;19
2009.09.28;16:15;16:30;Kreuther;6;11;17
2009.09.28;16:30;16:45;Kreuther;6;10;16
2009.09.28;16:45;17:00;Kreuther;7;7;14
2009.09.28;17:00;17:15;Kreuther;7;6;13
2009.09.28;17:15;17:30;Kreuther;8;7;15
2009.09.28;17:30;17:45;Kreuther;9;4;13
2009.09.28;17:45;18:00;Kreuther;8;9;17
2009.09.28;18:00;18:15;Kreuther;6;13;19
2009.09.28;18:15;18:30;Kreuther;6;16;22
2009.09.28;18:30;18:45;Kreuther;3;9;12
2009.09.28;18:45;19:00;Kreuther;3;10;13
2009.09.28;19:00;19:15;Kreuther;5;7;12
2009.09.28;19:15;19:30;Kreuther;4;5;9
2009.09.28;19:30;19:45;Kreuther;3;4;7
2009.09.28;19:45;20:00;Kreuther;2;1;3
2009.09.28;20:00;20:15;Kreuther;3;2;5
2009.09.28;20:15;20:30;Kreuther;1;0;1
2009.09.28;20:30;20:45;Kreuther;0;0;0
2009.09.28;20:45;21:00;Kreuther;4;0;4
2009.09.28;21:00;21:15;Kreuther;0;2;2
2009.09.28;21:15;21:30;Kreuther;1;3;4
2009.09.28;21:30;21:45;Kreuther;0;0;0
2009.09.28;21:45;22:00;Kreuther;0;1;1
2009.09.28;22:00;22:15;Kreuther;0;0;0
2009.09.28;22:15;22:30;Kreuther;0;4;4
2009.09.28;22:30;22:45;Kreuther;1;0;1
2009.09.28;22:45;23:00;Kreuther;0;1;1
2009.09.28;23:00;23:15;Kreuther;0;1;1
2009.09.28;23:15;23:30;Kreuther;0;0;0
2009.09.28;23:30;23:45;Kreuther;0;0;0
2009.09.28;23:45;00:00;Kreuther;0;1;1
2009.09.29;00:00;00:15;Kreuther;0;0;0
2009.09.29;00:15;00:30;Kreuther;0;0;0
2009.09.29;00:30;00:45;Kreuther;0;1;1
2009.09.29;00:45;01:00;Kreuther;0;1;1
2009.09.29;01:00;01:15;Kreuther;0;0;0
2009.09.29;01:15;01:30;Kreuther;0;0;0
2009.09.29;01:30;01:45;Kreuther;0;0;0
2009.09.29;01:45;02:00;Kreuther;0;0;0
2009.09.29;02:00;02:15;Kreuther;0;0;0
2009.09.29;02:15;02:30;Kreuther;0;0;0
2009.09.29;02:30;02:45;Kreuther;0;0;0
2009.09.29;02:45;03:00;Kreuther;0;0;0
2009.09.29;03:00;03:15;Kreuther;0;1;1
2009.09.29;03:15;03:30;Kreuther;0;0;0
2009.09.29;03:30;03:45;Kreuther;0;0;0
2009.09.29;03:45;04:00;Kreuther;0;0;0
2009.09.29;04:00;04:15;Kreuther;0;0;0
2009.09.29;04:15;04:30;Kreuther;1;0;1
2009.09.29;04:30;04:45;Kreuther;0;2;2
2009.09.29;04:45;05:00;Kreuther;0;0;0
2009.09.29;05:00;05:15;Kreuther;0;0;0
2009.09.29;05:15;05:30;Kreuther;1;0;1
2009.09.29;05:30;05:45;Kreuther;1;0;1
2009.09.29;05:45;06:00;Kreuther;2;0;2
2009.09.29;06:00;06:15;Kreuther;3;1;4
2009.09.29;06:15;06:30;Kreuther;1;1;2
2009.09.29;06:30;06:45;Kreuther;1;0;1
2009.09.29;06:45;07:00;Kreuther;7;3;10
2009.09.29;07:00;07:15;Kreuther;9;1;10
2009.09.29;07:15;07:30;Kreuther;6;3;9
2009.09.29;07:30;07:45;Kreuther;30;6;36
2009.09.29;07:45;08:00;Kreuther;20;6;26
2009.09.29;08:00;08:15;Kreuther;26;1;27
2009.09.29;08:15;08:30;Kreuther;17;6;23
2009.09.29;08:30;08:45;Kreuther;20;8;28
2009.09.29;08:45;09:00;Kreuther;19;3;22
2009.09.29;09:00;09:15;Kreuther;12;3;15
2009.09.29;09:15;09:30;Kreuther;5;2;7
2009.09.29;09:30;09:45;Kreuther;6;3;9
2009.09.29;09:45;10:00;Kreuther;3;1;4
2009.09.29;10:00;10:15;Kreuther;6;3;9
2009.09.29;10:15;10:30;Kreuther;4;0;4
2009.09.29;10:30;10:45;Kreuther;6;3;9
2009.09.29;10:45;11:00;Kreuther;4;3;7
2009.09.29;11:00;11:15;Kreuther;9;7;16
2009.09.29;11:15;11:30;Kreuther;6;3;9
2009.09.29;11:30;11:45;Kreuther;9;6;15
2009.09.29;11:45;12:00;Kreuther;5;2;7
2009.09.29;12:00;12:15;Kreuther;6;3;9
2009.09.29;12:15;12:30;Kreuther;7;4;11
2009.09.29;12:30;12:45;Kreuther;5;3;8
2009.09.29;12:45;13:00;Kreuther;5;2;7
2009.09.29;13:00;13:15;Kreuther;5;14;19
2009.09.29;13:15;13:30;Kreuther;9;7;16
2009.09.29;13:30;13:45;Kreuther;7;1;8
2009.09.29;13:45;14:00;Kreuther;7;4;11
2009.09.29;14:00;14:15;Kreuther;6;4;10
2009.09.29;14:15;14:30;Kreuther;14;14;28
2009.09.29;14:30;14:45;Kreuther;4;3;7
2009.09.29;14:45;15:00;Kreuther;6;4;10
2009.09.29;15:00;15:15;Kreuther;5;4;9
2009.09.29;15:15;15:30;Kreuther;10;4;14
2009.09.29;15:30;15:45;Kreuther;6;4;10
2009.09.29;15:45;16:00;Kreuther;6;14;20
2009.09.29;16:00;16:15;Kreuther;2;9;11
2009.09.29;16:15;16:30;Kreuther;4;8;12
2009.09.29;16:30;16:45;Kreuther;5;11;16
2009.09.29;16:45;17:00;Kreuther;6;8;14
2009.09.29;17:00;17:15;Kreuther;2;10;12
2009.09.29;17:15;17:30;Kreuther;5;8;13
2009.09.29;17:30;17:45;Kreuther;6;9;15
2009.09.29;17:45;18:00;Kreuther;7;14;21
2009.09.29;18:00;18:15;Kreuther;13;14;27
2009.09.29;18:15;18:30;Kreuther;8;9;17
2009.09.29;18:30;18:45;Kreuther;2;15;17
2009.09.29;18:45;19:00;Kreuther;6;4;10
2009.09.29;19:00;19:15;Kreuther;10;5;15
2009.09.29;19:15;19:30;Kreuther;3;5;8
2009.09.29;19:30;19:45;Kreuther;1;3;4
2009.09.29;19:45;20:00;Kreuther;4;2;6
2009.09.29;20:00;20:15;Kreuther;2;4;6
2009.09.29;20:15;20:30;Kreuther;2;5;7
2009.09.29;20:30;20:45;Kreuther;1;1;2
2009.09.29;20:45;21:00;Kreuther;0;3;3
2009.09.29;21:00;21:15;Kreuther;4;0;4
2009.09.29;21:15;21:30;Kreuther;1;1;2
2009.09.29;21:30;21:45;Kreuther;2;1;3
2009.09.29;21:45;22:00;Kreuther;4;3;7
2009.09.29;22:00;22:15;Kreuther;1;1;2
2009.09.29;22:15;22:30;Kreuther;1;1;2
2009.09.29;22:30;22:45;Kreuther;1;0;1
2009.09.29;22:45;23:00;Kreuther;0;0;0
2009.09.29;23:00;23:15;Kreuther;1;3;4
2009.09.29;23:15;23:30;Kreuther;1;1;2
2009.09.29;23:30;23:45;Kreuther;0;0;0
2009.09.29;23:45;00:00;Kreuther;0;0;0
2009.09.30;00:00;00:15;Kreuther;0;1;1
2009.09.30;00:15;00:30;Kreuther;0;0;0
2009.09.30;00:30;00:45;Kreuther;0;3;3
2009.09.30;00:45;01:00;Kreuther;0;0;0
2009.09.30;01:00;01:15;Kreuther;0;0;0
2009.09.30;01:15;01:30;Kreuther;0;0;0
2009.09.30;01:30;01:45;Kreuther;0;0;0
2009.09.30;01:45;02:00;Kreuther;0;0;0
2009.09.30;02:00;02:15;Kreuther;0;0;0
2009.09.30;02:15;02:30;Kreuther;0;0;0
2009.09.30;02:30;02:45;Kreuther;1;0;1
2009.09.30;02:45;03:00;Kreuther;0;0;0
2009.09.30;03:00;03:15;Kreuther;0;1;1
2009.09.30;03:15;03:30;Kreuther;0;0;0
2009.09.30;03:30;03:45;Kreuther;1;0;1
2009.09.30;03:45;04:00;Kreuther;0;0;0
2009.09.30;04:00;04:15;Kreuther;0;2;2
2009.09.30;04:15;04:30;Kreuther;0;0;0
2009.09.30;04:30;04:45;Kreuther;1;1;2
2009.09.30;04:45;05:00;Kreuther;0;0;0
2009.09.30;05:00;05:15;Kreuther;0;0;0
2009.09.30;05:15;05:30;Kreuther;0;0;0
2009.09.30;05:30;05:45;Kreuther;1;0;1
2009.09.30;05:45;06:00;Kreuther;1;0;1
2009.09.30;06:00;06:15;Kreuther;3;1;4
2009.09.30;06:15;06:30;Kreuther;1;4;5
2009.09.30;06:30;06:45;Kreuther;2;0;2
2009.09.30;06:45;07:00;Kreuther;6;1;7
2009.09.30;07:00;07:15;Kreuther;7;1;8
2009.09.30;07:15;07:30;Kreuther;8;2;10
2009.09.30;07:30;07:45;Kreuther;19;3;22
2009.09.30;07:45;08:00;Kreuther;24;3;27
2009.09.30;08:00;08:15;Kreuther;24;3;27
2009.09.30;08:15;08:30;Kreuther;25;7;32
2009.09.30;08:30;08:45;Kreuther;22;9;31
2009.09.30;08:45;09:00;Kreuther;15;3;18
2009.09.30;09:00;09:15;Kreuther;9;1;10
2009.09.30;09:15;09:30;Kreuther;8;5;13
2009.09.30;09:30;09:45;Kreuther;14;4;18
2009.09.30;09:45;10:00;Kreuther;6;1;7
2009.09.30;10:00;10:15;Kreuther;3;4;7
2009.09.30;10:15;10:30;Kreuther;5;1;6
2009.09.30;10:30;10:45;Kreuther;5;0;5
2009.09.30;10:45;11:00;Kreuther;7;1;8
2009.09.30;11:00;11:15;Kreuther;3;5;8
2009.09.30;11:15;11:30;Kreuther;2;4;6
2009.09.30;11:30;11:45;Kreuther;0;6;6
2009.09.30;11:45;12:00;Kreuther;3;1;4
2009.09.30;12:00;12:15;Kreuther;7;5;12
2009.09.30;12:15;12:30;Kreuther;2;4;6
2009.09.30;12:30;12:45;Kreuther;3;3;6
2009.09.30;12:45;13:00;Kreuther;4;3;7
2009.09.30;13:00;13:15;Kreuther;6;9;15
2009.09.30;13:15;13:30;Kreuther;4;4;8
2009.09.30;13:30;13:45;Kreuther;8;1;9
2009.09.30;13:45;14:00;Kreuther;5;5;10
2009.09.30;14:00;14:15;Kreuther;8;5;13
2009.09.30;14:15;14:30;Kreuther;7;5;12
2009.09.30;14:30;14:45;Kreuther;2;6;8
2009.09.30;14:45;15:00;Kreuther;5;5;10
2009.09.30;15:00;15:15;Kreuther;4;6;10
2009.09.30;15:15;15:30;Kreuther;5;8;13
2009.09.30;15:30;15:45;Kreuther;8;5;13
2009.09.30;15:45;16:00;Kreuther;10;7;17
2009.09.30;16:00;16:15;Kreuther;11;13;24
2009.09.30;16:15;16:30;Kreuther;5;18;23
2009.09.30;16:30;16:45;Kreuther;8;8;16
2009.09.30;16:45;17:00;Kreuther;4;13;17
2009.09.30;17:00;17:15;Kreuther;7;9;16
